Subject,Grade,Strand,SubStrand,ItemType,ItemText
English,Grade 6,Reading,Aloud reading,LearningOutcome,read a text aloud fluently
English,Grade 6,Reading,Aloud reading,LearningOutcome,use punctuation marks to convey meaning
English,Grade 6,Reading,Aloud reading,LearningOutcome,use appropriate stress and intonation
English,Grade 6,Reading,Aloud reading,LearningOutcome,enjoy reading aloud
English,Grade 6,Reading,Aloud reading,KeyInquiryQuestion,How can one read aloud effectively?
English,Grade 6,Reading,Comprehension,LearningOutcome,read and interpret a story
English,Grade 6,Reading,Comprehension,LearningOutcome,answer questions from a story
English,Grade 6,Reading,Comprehension,LearningOutcome,deduce the meaning of words from a story
English,Grade 6,Reading,Comprehension,LearningOutcome,enjoy reading stories
English,Grade 6,Reading,Comprehension,KeyInquiryQuestion,How does one interpret a story?
English,Grade 6,Reading,Extensive reading,LearningOutcome,select a book for extensive reading
English,Grade 6,Reading,Extensive reading,LearningOutcome,read an extensive reader for enjoyment
English,Grade 6,Reading,Extensive reading,LearningOutcome,write a book review
English,Grade 6,Reading,Extensive reading,LearningOutcome,enjoy reading extensively
English,Grade 6,Reading,Extensive reading,KeyInquiryQuestion,How does one write a book review?
English,Grade 6,Grammar,Nouns,LearningOutcome,identify collective nouns in sentences
English,Grade 6,Grammar,Nouns,LearningOutcome,use collective nouns in sentences
English,Grade 6,Grammar,Nouns,LearningOutcome,enjoy using collective nouns
English,Grade 6,Grammar,Nouns,KeyInquiryQuestion,How are collective nouns used in sentences?
English,Grade 6,Grammar,Pronouns,LearningOutcome,identify relative pronouns in sentences
English,Grade 6,Grammar,Pronouns,LearningOutcome,use relative pronouns in sentences
English,Grade 6,Grammar,Pronouns,LearningOutcome,enjoy using relative pronouns
English,Grade 6,Grammar,Pronouns,KeyInquiryQuestion,How are relative pronouns used in sentences?
English,Grade 6,Grammar,Adjectives,LearningOutcome,identify possessive adjectives in sentences
English,Grade 6,Grammar,Adjectives,LearningOutcome,use possessive adjectives in sentences
English,Grade 6,Grammar,Adjectives,LearningOutcome,enjoy using possessive adjectives
English,Grade 6,Grammar,Adjectives,KeyInquiryQuestion,How are possessive adjectives used in sentences?
English,Grade 6,Grammar,Verbs,LearningOutcome,identify verbs in present continuous tense
English,Grade 6,Grammar,Verbs,LearningOutcome,use verbs in present continuous tense
English,Grade 6,Grammar,Verbs,LearningOutcome,enjoy using verbs in present continuous tense
English,Grade 6,Grammar,Verbs,KeyInquiryQuestion,How is the present continuous tense used in sentences?
English,Grade 6,Grammar,Adverbs,LearningOutcome,identify adverbs of frequency in sentences
English,Grade 6,Grammar,Adverbs,LearningOutcome,use adverbs of frequency in sentences
English,Grade 6,Grammar,Adverbs,LearningOutcome,enjoy using adverbs of frequency
English,Grade 6,Grammar,Adverbs,KeyInquiryQuestion,How are adverbs of frequency used in sentences?
English,Grade 6,Writing,Paragraphs,LearningOutcome,write a paragraph on a given topic
English,Grade 6,Writing,Paragraphs,LearningOutcome,use a topic sentence in a paragraph
English,Grade 6,Writing,Paragraphs,LearningOutcome,use cohesive devices in a paragraph
English,Grade 6,Writing,Paragraphs,LearningOutcome,enjoy writing paragraphs
English,Grade 6,Writing,Paragraphs,KeyInquiryQuestion,What makes a good paragraph?
English,Grade 6,Writing,Functional writing,LearningOutcome,write a friendly letter
English,Grade 6,Writing,Functional writing,LearningOutcome,use the correct format of a friendly letter
English,Grade 6,Writing,Functional writing,LearningOutcome,use appropriate language in a friendly letter
English,Grade 6,Writing,Functional writing,LearningOutcome,enjoy writing friendly letters
English,Grade 6,Writing,Functional writing,KeyInquiryQuestion,How does one write a friendly letter?
English,Grade 6,Writing,Composition,LearningOutcome,write a descriptive composition
English,Grade 6,Writing,Composition,LearningOutcome,use descriptive words in a composition
English,Grade 6,Writing,Composition,LearningOutcome,organise a composition logically
English,Grade 6,Writing,Composition,LearningOutcome,enjoy writing descriptive compositions
English,Grade 6,Writing,Composition,KeyInquiryQuestion,What makes a good descriptive composition?
Indigenous Language,Grade 6,Social environment,At the market,LearningOutcome,name different items sold at the market
Indigenous Language,Grade 6,Social environment,At the market,LearningOutcome,role-play buying and selling
Indigenous Language,Grade 6,Social environment,At the market,LearningOutcome,use polite language
Indigenous Language,Grade 6,Social environment,At the market,LearningOutcome,enjoy visiting the market
Indigenous Language,Grade 6,Social environment,At the market,KeyInquiryQuestion,How do people interact at the market?
Indigenous Language,Grade 6,Social environment,Cultural activities,LearningOutcome,name cultural activities
Indigenous Language,Grade 6,Social environment,Cultural activities,LearningOutcome,participate in a cultural activity
Indigenous Language,Grade 6,Social environment,Cultural activities,LearningOutcome,talk about their experiences
Indigenous Language,Grade 6,Social environment,Cultural activities,LearningOutcome,enjoy participating in cultural activities
Indigenous Language,Grade 6,Social environment,Cultural activities,KeyInquiryQuestion,What happens during cultural activities?
Indigenous Language,Grade 6,Health,Parts of the body,LearningOutcome,name parts of the body
Indigenous Language,Grade 6,Health,Parts of the body,LearningOutcome,talk about the use of parts of the body
Indigenous Language,Grade 6,Health,Parts of the body,LearningOutcome,use appropriate vocabulary
Indigenous Language,Grade 6,Health,Parts of the body,LearningOutcome,enjoy taking care of their bodies
Indigenous Language,Grade 6,Health,Parts of the body,KeyInquiryQuestion,Why are parts of the body important?
Indigenous Language,Grade 6,Health,Visiting the sick,LearningOutcome,name common sicknesses
Indigenous Language,Grade 6,Health,Visiting the sick,LearningOutcome,talk to the sick
Indigenous Language,Grade 6,Health,Visiting the sick,LearningOutcome,use polite language
Indigenous Language,Grade 6,Health,Visiting the sick,LearningOutcome,enjoy helping the sick
Indigenous Language,Grade 6,Health,Visiting the sick,KeyInquiryQuestion,How does one talk to a sick person?
Indigenous Language,Grade 6,Physical Environment,Time,LearningOutcome,tell time by the clock
Indigenous Language,Grade 6,Physical Environment,Time,LearningOutcome,talk about daily routines
Indigenous Language,Grade 6,Physical Environment,Time,LearningOutcome,use appropriate vocabulary
Indigenous Language,Grade 6,Physical Environment,Time,LearningOutcome,enjoy telling time
Indigenous Language,Grade 6,Physical Environment,Time,KeyInquiryQuestion,How do we talk about daily activities?
Indigenous Language,Grade 6,Physical Environment,Weather,LearningOutcome,describe the weather
Indigenous Language,Grade 6,Physical Environment,Weather,LearningOutcome,talk about activities done during different types of weather
Indigenous Language,Grade 6,Physical Environment,Weather,LearningOutcome,use appropriate vocabulary
Indigenous Language,Grade 6,Physical Environment,Weather,LearningOutcome,enjoy different weather conditions
Indigenous Language,Grade 6,Physical Environment,Weather,KeyInquiryQuestion,How do people respond to different weather conditions?
Indigenous Language,Grade 6,Physical Environment,Seasons,LearningOutcome,name the seasons of the year
Indigenous Language,Grade 6,Physical Environment,Seasons,LearningOutcome,talk about activities carried out in different seasons
Indigenous Language,Grade 6,Physical Environment,Seasons,LearningOutcome,use appropriate vocabulary
Indigenous Language,Grade 6,Physical Environment,Seasons,LearningOutcome,enjoy talking about seasons
Indigenous Language,Grade 6,Physical Environment,Seasons,KeyInquiryQuestion,What activities are done in different seasons?
Indigenous Language,Grade 6,Reading,Reading aloud,LearningOutcome,read a text aloud
Indigenous Language,Grade 6,Reading,Reading aloud,LearningOutcome,observe punctuation
Indigenous Language,Grade 6,Reading,Reading aloud,LearningOutcome,use correct pronunciation
Indigenous Language,Grade 6,Reading,Reading aloud,LearningOutcome,enjoy reading aloud
Indigenous Language,Grade 6,Reading,Reading aloud,KeyInquiryQuestion,How should one read aloud?
Indigenous Language,Grade 6,Reading,Comprehension,LearningOutcome,read a text silently
Indigenous Language,Grade 6,Reading,Comprehension,LearningOutcome,answer questions from the text
Indigenous Language,Grade 6,Reading,Comprehension,LearningOutcome,use vocabulary from the text in sentences
Indigenous Language,Grade 6,Reading,Comprehension,LearningOutcome,enjoy reading silently
Indigenous Language,Grade 6,Reading,Comprehension,KeyInquiryQuestion,How does one get meaning from a text?
Indigenous Language,Grade 6,Grammar,Sentences,LearningOutcome,identify parts of a sentence
Indigenous Language,Grade 6,Grammar,Sentences,LearningOutcome,make sentences
Indigenous Language,Grade 6,Grammar,Sentences,LearningOutcome,use different types of sentences
Indigenous Language,Grade 6,Grammar,Sentences,LearningOutcome,enjoy making sentences
Indigenous Language,Grade 6,Grammar,Sentences,KeyInquiryQuestion,What makes a good sentence?
Indigenous Language,Grade 6,Writing,Guided composition,LearningOutcome,write a guided composition
Indigenous Language,Grade 6,Writing,Guided composition,LearningOutcome,use describing words
Indigenous Language,Grade 6,Writing,Guided composition,LearningOutcome,use correct spelling
Indigenous Language,Grade 6,Writing,Guided composition,LearningOutcome,enjoy writing compositions
Indigenous Language,Grade 6,Writing,Guided composition,KeyInquiryQuestion,What makes a good composition?
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Matamshi,LearningOutcome,kutamka maneno yenye irabu /e/ na /i/ kwa usahihi
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Matamshi,LearningOutcome,kubainisha maneno yenye irabu /e/ na /i/
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Matamshi,LearningOutcome,kutumia maneno yenye irabu /e/ na /i/ katika sentensi
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Matamshi,LearningOutcome,kufurahia kutamka maneno mbalimbali
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Matamshi,KeyInquiryQuestion,Matamshi sahihi yana umuhimu gani?
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Utambulisho,LearningOutcome,"kujitambulisha kwa kutaja jina, umri na mahali anapoishi"
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Utambulisho,LearningOutcome,kuwatambulisha wengine kwa kutaja majina yao
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Utambulisho,LearningOutcome,kutumia lugha ya adabu wakati wa utambulisho
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Utambulisho,LearningOutcome,kufurahia kujitambulisha na kuwatambulisha wengine
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Utambulisho,KeyInquiryQuestion,Huwa tunajitambulishaje?
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Maelekezo,LearningOutcome,kueleza maana ya maelekezo
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Maelekezo,LearningOutcome,kutoa maelekezo kuhusu mahali
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Maelekezo,LearningOutcome,kufuata maelekezo
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Maelekezo,LearningOutcome,kufurahia kutoa na kufuata maelekezo
Kiswahili,Grade 6,Kusikiliza na Kuzungumza,Maelekezo,KeyInquiryQuestion,Hutoaje maelekezo kwa njia rahisi?
Kiswahili,Grade 6,Kusoma,Kusoma kwa sauti,LearningOutcome,kusoma hadithi fupi kwa sauti
Kiswahili,Grade 6,Kusoma,Kusoma kwa sauti,LearningOutcome,kuzingatia matamshi sahihi na ishara za uakifishaji
Kiswahili,Grade 6,Kusoma,Kusoma kwa sauti,LearningOutcome,kueleza ujumbe katika hadithi
Kiswahili,Grade 6,Kusoma,Kusoma kwa sauti,LearningOutcome,kufurahia kusoma hadithi
Kiswahili,Grade 6,Kusoma,Kusoma kwa sauti,KeyInquiryQuestion,Unazingatia nini unaposoama kwa sauti?
Kiswahili,Grade 6,Kusoma,Ufahamu,LearningOutcome,kusoma kimya kifungu cha habari
Kiswahili,Grade 6,Kusoma,Ufahamu,LearningOutcome,kujibu maswali kutokana na kifungu
Kiswahili,Grade 6,Kusoma,Ufahamu,LearningOutcome,kueleza maana ya maneno mapya
Kiswahili,Grade 6,Kusoma,Ufahamu,LearningOutcome,kufurahia kusoma habari
Kiswahili,Grade 6,Kusoma,Ufahamu,KeyInquiryQuestion,Ujumbe katika kifungu hupatikanaje?
Kiswahili,Grade 6,Sarufi,Ngeli,LearningOutcome,kubainisha ngeli za A-WA na I-ZI
Kiswahili,Grade 6,Sarufi,Ngeli,LearningOutcome,kutunga sentensi kwa kutumia ngeli za A-WA na I-ZI
Kiswahili,Grade 6,Sarufi,Ngeli,LearningOutcome,kukanusha sentensi katika ngeli za A-WA na I-ZI
Kiswahili,Grade 6,Sarufi,Ngeli,LearningOutcome,kufurahia kutumia ngeli za A-WA na I-ZI
Kiswahili,Grade 6,Sarufi,Ngeli,KeyInquiryQuestion,Ngeli za A-WA na I-ZI hutambuliwaje?
Kiswahili,Grade 6,Sarufi,Nyakati,LearningOutcome,"kubainisha wakati uliopo, ujao na uliopita"
Kiswahili,Grade 6,Sarufi,Nyakati,LearningOutcome,"kutunga sentensi katika wakati uliopo, ujao na uliopita"
Kiswahili,Grade 6,Sarufi,Nyakati,LearningOutcome,kukanusha sentensi katika nyakati mbalimbali
Kiswahili,Grade 6,Sarufi,Nyakati,LearningOutcome,kufurahia kutumia nyakati mbalimbali
Kiswahili,Grade 6,Sarufi,Nyakati,KeyInquiryQuestion,Sentensi katika nyakati mbalimbali hukanushwaje?
Kiswahili,Grade 6,Sarufi,Umoja na Wingi,LearningOutcome,kueleza dhana ya umoja na wingi
Kiswahili,Grade 6,Sarufi,Umoja na Wingi,LearningOutcome,kuandika maneno katika umoja na wingi
Kiswahili,Grade 6,Sarufi,Umoja na Wingi,LearningOutcome,kutumia maneno katika umoja na wingi katika sentensi
Kiswahili,Grade 6,Sarufi,Umoja na Wingi,LearningOutcome,kufurahia kutumia umoja na wingi wa maneno
Kiswahili,Grade 6,Sarufi,Umoja na Wingi,KeyInquiryQuestion,Maneno hubadilikaje katika umoja na wingi?
Kiswahili,Grade 6,Kuandika,Imla,LearningOutcome,kuandika maneno yanayotamkwa
Kiswahili,Grade 6,Kuandika,Imla,LearningOutcome,kuzingatia tahajia sahihi na alama za uakifishaji
Kiswahili,Grade 6,Kuandika,Imla,LearningOutcome,kufurahia kuandika kwa usahihi
Kiswahili,Grade 6,Kuandika,Imla,KeyInquiryQuestion,Uandishi mzuri huzingatia nini?
Kiswahili,Grade 6,Kuandika,Insha,LearningOutcome,kuandika insha ya picha
Kiswahili,Grade 6,Kuandika,Insha,LearningOutcome,kuzingatia mtiririko wa mawazo
Kiswahili,Grade 6,Kuandika,Insha,LearningOutcome,kutumia maneno ya kuunga sentensi
Kiswahili,Grade 6,Kuandika,Insha,LearningOutcome,kufurahia kuandika insha
Kiswahili,Grade 6,Kuandika,Insha,KeyInquiryQuestion,Mambo gani husaidia katika uandishi wa insha?
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,read and write numbers up to millions in symbols and words
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,work out the place value and total value of digits in numbers up to millions
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,round off whole numbers to the nearest thousands
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,"identify odd, even and prime numbers"
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,work out multiples and factors of numbers
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,represent numbers using roman numerals up to C
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,perform addition and subtraction of numbers
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,perform multiplication of a 4-digit number by a 2-digit number
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,perform division of a 4-digit number by a 2-digit number
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,work out combined operations of whole numbers
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,apply knowledge and skills in whole numbers to solve problems in real life situations
Mathematics,Grade 6,Numbers,Whole numbers,LearningOutcome,enjoy working with whole numbers
Mathematics,Grade 6,Numbers,Whole numbers,KeyInquiryQuestion,How are whole numbers used in daily life?
Mathematics,Grade 6,Numbers,Fractions,LearningOutcome,"classify fractions into proper, improper and mixed fractions"
Mathematics,Grade 6,Numbers,Fractions,LearningOutcome,convert improper fractions to mixed fractions and vice versa
Mathematics,Grade 6,Numbers,Fractions,LearningOutcome,compare fractions
Mathematics,Grade 6,Numbers,Fractions,LearningOutcome,perform addition and subtraction of fractions
Mathematics,Grade 6,Numbers,Fractions,LearningOutcome,perform multiplication and division of fractions
Mathematics,Grade 6,Numbers,Fractions,LearningOutcome,work out combined operations on fractions
Mathematics,Grade 6,Numbers,Fractions,LearningOutcome,apply knowledge and skills in fractions to solve problems in real life situations
Mathematics,Grade 6,Numbers,Fractions,LearningOutcome,enjoy working with fractions
Mathematics,Grade 6,Numbers,Fractions,KeyInquiryQuestion,How are fractions used in daily life?
Mathematics,Grade 6,Numbers,Decimals,LearningOutcome,identify the place value of decimals up to thousandths
Mathematics,Grade 6,Numbers,Decimals,LearningOutcome,convert decimals to fractions and vice versa
Mathematics,Grade 6,Numbers,Decimals,LearningOutcome,perform addition and subtraction of decimals
Mathematics,Grade 6,Numbers,Decimals,LearningOutcome,perform multiplication and division of decimals
Mathematics,Grade 6,Numbers,Decimals,LearningOutcome,apply knowledge and skills in decimals to solve problems in real life situations
Mathematics,Grade 6,Numbers,Decimals,LearningOutcome,enjoy working with decimals
Mathematics,Grade 6,Numbers,Decimals,KeyInquiryQuestion,How are decimals used in daily life?
Mathematics,Grade 6,Measurement,Length,LearningOutcome,convert units of length
Mathematics,Grade 6,Measurement,Length,LearningOutcome,"perform addition, subtraction, multiplication and division involving units of length"
Mathematics,Grade 6,Measurement,Length,LearningOutcome,work out the perimeter of regular polygons
Mathematics,Grade 6,Measurement,Length,LearningOutcome,apply knowledge and skills in length to solve problems in real life situations
Mathematics,Grade 6,Measurement,Length,LearningOutcome,enjoy working with length
Mathematics,Grade 6,Measurement,Length,KeyInquiryQuestion,How is length applied in daily life?
Mathematics,Grade 6,Measurement,Area,LearningOutcome,identify units of measuring area
Mathematics,Grade 6,Measurement,Area,LearningOutcome,work out the area of a rectangle and a square
Mathematics,Grade 6,Measurement,Area,LearningOutcome,apply knowledge and skills in area to solve problems in real life situations
Mathematics,Grade 6,Measurement,Area,LearningOutcome,enjoy working with area
Mathematics,Grade 6,Measurement,Area,KeyInquiryQuestion,How is area applied in daily life?
Mathematics,Grade 6,Measurement,Volume,LearningOutcome,identify units of measuring volume
Mathematics,Grade 6,Measurement,Volume,LearningOutcome,work out the volume of a cube and a cuboid
Mathematics,Grade 6,Measurement,Volume,LearningOutcome,apply knowledge and skills in volume to solve problems in real life situations
Mathematics,Grade 6,Measurement,Volume,LearningOutcome,enjoy working with volume
Mathematics,Grade 6,Measurement,Volume,KeyInquiryQuestion,How is volume applied in daily life?
Mathematics,Grade 6,Measurement,Capacity,LearningOutcome,identify units of measuring capacity
Mathematics,Grade 6,Measurement,Capacity,LearningOutcome,"perform addition, subtraction, multiplication and division involving units of capacity"
Mathematics,Grade 6,Measurement,Capacity,LearningOutcome,apply knowledge and skills in capacity to solve problems in real life situations
Mathematics,Grade 6,Measurement,Capacity,LearningOutcome,enjoy working with capacity
Mathematics,Grade 6,Measurement,Capacity,KeyInquiryQuestion,How is capacity applied in daily life?
Mathematics,Grade 6,Measurement,Mass,LearningOutcome,identify units of measuring mass
Mathematics,Grade 6,Measurement,Mass,LearningOutcome,"perform addition, subtraction, multiplication and division involving units of mass"
Mathematics,Grade 6,Measurement,Mass,LearningOutcome,apply knowledge and skills in mass to solve problems in real life situations
Mathematics,Grade 6,Measurement,Mass,LearningOutcome,enjoy working with mass
Mathematics,Grade 6,Measurement,Mass,KeyInquiryQuestion,How is mass applied in daily life?
Mathematics,Grade 6,Measurement,Money,LearningOutcome,work out profit and loss
Mathematics,Grade 6,Measurement,Money,LearningOutcome,prepare a simple budget
Mathematics,Grade 6,Measurement,Money,LearningOutcome,apply knowledge and skills in money to solve problems in real life situations
Mathematics,Grade 6,Measurement,Money,LearningOutcome,enjoy working with money
Mathematics,Grade 6,Measurement,Money,KeyInquiryQuestion,How is money used in daily life?
Mathematics,Grade 6,Measurement,Time,LearningOutcome,tell time in a 12-hour and 24-hour system
Mathematics,Grade 6,Measurement,Time,LearningOutcome,convert units of time
Mathematics,Grade 6,Measurement,Time,LearningOutcome,apply knowledge and skills in time to solve problems in real life situations
Mathematics,Grade 6,Measurement,Time,LearningOutcome,enjoy working with time
Mathematics,Grade 6,Measurement,Time,KeyInquiryQuestion,How is time used in daily life?
Mathematics,Grade 6,Geometry,Angles,LearningOutcome,identify types of angles
Mathematics,Grade 6,Geometry,Angles,LearningOutcome,draw and measure angles
Mathematics,Grade 6,Geometry,Angles,LearningOutcome,apply knowledge of angles in real life situations
Mathematics,Grade 6,Geometry,Angles,LearningOutcome,enjoy working with angles
Mathematics,Grade 6,Geometry,Angles,KeyInquiryQuestion,How are angles used in daily life?
Mathematics,Grade 6,Geometry,Geometric figures,LearningOutcome,model different types of triangles and rectangles
Mathematics,Grade 6,Geometry,Geometric figures,LearningOutcome,identify properties of triangles and rectangles
Mathematics,Grade 6,Geometry,Geometric figures,LearningOutcome,apply knowledge of geometric figures in real life situations
Mathematics,Grade 6,Geometry,Geometric figures,LearningOutcome,enjoy working with geometric figures
Mathematics,Grade 6,Geometry,Geometric figures,KeyInquiryQuestion,How are geometric figures used in daily life?
Mathematics,Grade 6,Algebra,Algebraic expressions,LearningOutcome,form algebraic expressions
Mathematics,Grade 6,Algebra,Algebraic expressions,LearningOutcome,simplify algebraic expressions
Mathematics,Grade 6,Algebra,Algebraic expressions,LearningOutcome,apply knowledge of algebra in real life situations
Mathematics,Grade 6,Algebra,Algebraic expressions,LearningOutcome,enjoy working with algebra
Mathematics,Grade 6,Algebra,Algebraic expressions,KeyInquiryQuestion,How is algebra used in daily life?
Mathematics,Grade 6,Data Handling,Data handling,LearningOutcome,collect and organise data
Mathematics,Grade 6,Data Handling,Data handling,LearningOutcome,represent data in pictographs and bar graphs
Mathematics,Grade 6,Data Handling,Data handling,LearningOutcome,interpret data from pictographs and bar graphs
Mathematics,Grade 6,Data Handling,Data handling,LearningOutcome,apply data handling skills in real life situations
Mathematics,Grade 6,Data Handling,Data handling,LearningOutcome,enjoy handling data
Mathematics,Grade 6,Data Handling,Data handling,KeyInquiryQuestion,How is data handled in daily life?
Science and Technology,Grade 6,Living Things,Plants,LearningOutcome,identify the main parts of a plant
Science and Technology,Grade 6,Living Things,Plants,LearningOutcome,describe the functions of the main parts of a plant
Science and Technology,Grade 6,Living Things,Plants,LearningOutcome,classify plants based on their characteristics
Science and Technology,Grade 6,Living Things,Plants,LearningOutcome,appreciate the importance of plants
Science and Technology,Grade 6,Living Things,Plants,KeyInquiryQuestion,What is the importance of plants?
Science and Technology,Grade 6,Living Things,Animals,LearningOutcome,classify animals based on their characteristics
Science and Technology,Grade 6,Living Things,Animals,LearningOutcome,identify the basic needs of animals
Science and Technology,Grade 6,Living Things,Animals,LearningOutcome,describe how animals meet their basic needs
Science and Technology,Grade 6,Living Things,Animals,LearningOutcome,appreciate the importance of animals
Science and Technology,Grade 6,Living Things,Animals,KeyInquiryQuestion,How can we care for animals?
Science and Technology,Grade 6,Human Body,The nervous system,LearningOutcome,identify the parts of the nervous system
Science and Technology,Grade 6,Human Body,The nervous system,LearningOutcome,describe the functions of the parts of the nervous system
Science and Technology,Grade 6,Human Body,The nervous system,LearningOutcome,discuss the effects of substance abuse on the nervous system
Science and Technology,Grade 6,Human Body,The nervous system,LearningOutcome,appreciate the importance of the nervous system
Science and Technology,Grade 6,Human Body,The nervous system,KeyInquiryQuestion,How does the nervous system work?
Science and Technology,Grade 6,Human Body,The sense organs,LearningOutcome,identify the sense organs
Science and Technology,Grade 6,Human Body,The sense organs,LearningOutcome,describe the functions of the sense organs
Science and Technology,Grade 6,Human Body,The sense organs,LearningOutcome,discuss ways of caring for the sense organs
Science and Technology,Grade 6,Human Body,The sense organs,LearningOutcome,appreciate the importance of the sense organs
Science and Technology,Grade 6,Human Body,The sense organs,KeyInquiryQuestion,How do we care for our sense organs?
Science and Technology,Grade 6,Health and Hygiene,Food and nutrition,LearningOutcome,identify the classes of food
Science and Technology,Grade 6,Health and Hygiene,Food and nutrition,LearningOutcome,discuss the importance of a balanced diet
Science and Technology,Grade 6,Health and Hygiene,Food and nutrition,LearningOutcome,identify nutritional deficiency diseases
Science and Technology,Grade 6,Health and Hygiene,Food and nutrition,LearningOutcome,appreciate the importance of healthy eating
Science and Technology,Grade 6,Health and Hygiene,Food and nutrition,KeyInquiryQuestion,Why is it important to eat a balanced diet?
Science and Technology,Grade 6,Health and Hygiene,Personal hygiene,LearningOutcome,identify ways of maintaining personal hygiene
Science and Technology,Grade 6,Health and Hygiene,Personal hygiene,LearningOutcome,practice personal hygiene
Science and Technology,Grade 6,Health and Hygiene,Personal hygiene,LearningOutcome,discuss the importance of personal hygiene
Science and Technology,Grade 6,Health and Hygiene,Personal hygiene,LearningOutcome,appreciate the importance of personal hygiene
Science and Technology,Grade 6,Health and Hygiene,Personal hygiene,KeyInquiryQuestion,How can we maintain personal hygiene?
Science and Technology,Grade 6,Environment,Waste management,LearningOutcome,identify types of waste
Science and Technology,Grade 6,Environment,Waste management,LearningOutcome,discuss ways of managing waste
Science and Technology,Grade 6,Environment,Waste management,LearningOutcome,practice proper waste disposal
Science and Technology,Grade 6,Environment,Waste management,LearningOutcome,appreciate the importance of a clean environment
Science and Technology,Grade 6,Environment,Waste management,KeyInquiryQuestion,How can we keep our environment clean?
Science and Technology,Grade 6,Environment,Water,LearningOutcome,identify sources of water
Science and Technology,Grade 6,Environment,Water,LearningOutcome,discuss ways of conserving and using water sparingly
Science and Technology,Grade 6,Environment,Water,LearningOutcome,practice water conservation
Science and Technology,Grade 6,Environment,Water,LearningOutcome,appreciate the importance of water conservation
Science and Technology,Grade 6,Environment,Water,KeyInquiryQuestion,How can we conserve water?
Science and Technology,Grade 6,Matter,States of matter,LearningOutcome,identify the states of matter
Science and Technology,Grade 6,Matter,States of matter,LearningOutcome,investigate the properties of the states of matter
Science and Technology,Grade 6,Matter,States of matter,LearningOutcome,discuss the change of state of matter
Science and Technology,Grade 6,Matter,States of matter,LearningOutcome,appreciate the importance of the states of matter
Science and Technology,Grade 6,Matter,States of matter,KeyInquiryQuestion,What happens when matter is heated or cooled?
Science and Technology,Grade 6,Energy,Forms and sources of energy,LearningOutcome,identify forms and sources of energy
Science and Technology,Grade 6,Energy,Forms and sources of energy,LearningOutcome,discuss the uses of different forms of energy
Science and Technology,Grade 6,Energy,Forms and sources of energy,LearningOutcome,practice energy conservation
Science and Technology,Grade 6,Energy,Forms and sources of energy,LearningOutcome,appreciate the importance of conserving energy
Science and Technology,Grade 6,Energy,Forms and sources of energy,KeyInquiryQuestion,How can we conserve energy?
Science and Technology,Grade 6,Earth and Space,Weather,LearningOutcome,identify elements of weather
Science and Technology,Grade 6,Earth and Space,Weather,LearningOutcome,use weather instruments to measure elements of weather
Science and Technology,Grade 6,Earth and Space,Weather,LearningOutcome,discuss the importance of weather
Science and Technology,Grade 6,Earth and Space,Weather,LearningOutcome,appreciate different weather conditions
Science and Technology,Grade 6,Earth and Space,Weather,KeyInquiryQuestion,How does weather affect our daily lives?
Science and Technology,Grade 6,Technology,Simple tools,LearningOutcome,identify simple tools
Science and Technology,Grade 6,Technology,Simple tools,LearningOutcome,use simple tools safely
Science and Technology,Grade 6,Technology,Simple tools,LearningOutcome,maintain simple tools
Science and Technology,Grade 6,Technology,Simple tools,LearningOutcome,appreciate the importance of simple tools
Science and Technology,Grade 6,Technology,Simple tools,KeyInquiryQuestion,How do we use and care for simple tools?
Social Studies,Grade 6,People and population,"The location, size and shape of Kenya",LearningOutcome,Identify the countries of Eastern Africa on a map
Social Studies,Grade 6,People and population,"The location, size and shape of Kenya",LearningOutcome,Describe the position and size of countries in Eastern Africa
Social Studies,Grade 6,People and population,"The location, size and shape of Kenya",LearningOutcome,Use latitude and longitudes to locate places on a map
Social Studies,Grade 6,People and population,"The location, size and shape of Kenya",LearningOutcome,Appreciate the unity of Eastern African countries
